month,mean_shoreline_change,ecan_storm_hours,ecan_max_Hs,ecan_mean_Hs,ecan_mean_dir,model_storm_hours,model_max_Hs,model_mean_Hs,model_mean_dir,erosion_month,storm_type
2002-01-04,2.952177197802197,5.0,2.97,2.732,163.22,25.0,5.71429,4.4275216,176.605,False,1
2002-01-05,-4.61541680077245,10.0,3.39,2.92,185.156,48.0,6.0445,4.816916666666667,202.98458333333332,True,2
2002-01-06,-2.4964767490573934,8.0,3.18,2.83875,188.53,11.0,5.54896,4.848724545454545,202.40990909090908,True,2
2002-01-07,-0.5306422478675372,4.0,3.06,2.7475,128.4125,7.0,5.45966,4.932645714285714,201.32385714285712,True,0
2002-01-08,0.3355038593481984,13.0,2.93,2.7361538461538464,136.3923076923077,23.0,7.11236,5.080336956521739,198.685,False,0
2002-01-09,2.1513176519567034,9.0,4.28,3.0644444444444443,181.1877777777778,2.0,4.35183,4.3129,203.5475,False,2
2002-01-10,1.923992359121299,8.0,3.03,2.71625,158.825,,,,,False,1
2002-01-11,0.8098264324550404,9.0,3.06,2.7588888888888885,205.09333333333333,10.0,5.02143,4.523574,196.638,False,2
2002-01-12,0.5205263157894737,9.0,2.94,2.67,186.6555555555556,4.0,4.37522,4.2336525,196.4195,False,1
2003-01-01,1.0558943329397867,7.0,2.95,2.65,114.20142857142856,,,,,False,0
2003-01-02,2.078036980749747,4.0,3.02,2.705,111.1875,,,,,False,0
2003-01-03,-1.0213544973544983,6.0,2.67,2.57,87.28166666666668,4.0,4.80826,4.613865,62.314725,True,0
2003-01-04,-1.7691072005166288,3.0,2.67,2.6133333333333333,183.3766666666667,21.0,5.35063,4.582262380952381,151.03694761904762,True,1
2003-01-05,-4.308811252268603,30.0,3.09,2.62,186.32866666666663,2.0,4.05951,4.0422,203.4715,True,1
2003-01-07,0.0765089141004853,19.0,3.16,2.6657894736842103,137.3878947368421,5.0,4.62047,4.258154,198.792,False,0
2003-01-08,1.2216021939953812,32.0,2.83,2.5909375,110.83625,2.0,4.4657,4.23435,54.665400000000005,False,0
2003-01-09,-0.1274521276595744,11.0,3.03,2.673636363636364,143.40272727272728,,,,,True,1
2003-01-10,3.2671239328819546,12.0,3.36,2.6950000000000003,112.59333333333332,9.0,4.61138,4.326751111111111,205.61244444444444,False,0
2003-01-11,0.8434369577790635,16.0,2.88,2.66125,198.726875,1.0,4.06926,4.06926,198.167,False,1
2003-01-12,-0.6594807755504442,13.0,2.74,2.5938461538461537,184.0953846153846,,,,,True,1
2004-01-01,-0.6280579964850614,7.0,2.6,2.5700000000000003,148.15142857142857,,,,,True,1
2004-01-02,0.0873382473382478,16.0,2.96,2.644375,142.47625,13.0,7.07815,5.26376,194.7134615384616,False,1
2004-01-03,1.0203197226502307,9.0,3.36,2.792222222222222,189.7811111111111,12.0,5.59038,4.57564,204.31625,False,2
2004-01-04,0.5733607471424589,21.0,2.87,2.612380952380952,174.66761904761904,11.0,5.74161,4.805348181818181,200.10945454545453,False,1
2004-01-05,-0.0815147531405198,23.0,3.07,2.640434782608696,138.82304347826087,3.0,4.36007,4.2595600000000005,206.06833333333336,True,1
2004-01-06,-0.151874460120933,15.0,2.84,2.62,158.81199999999998,20.0,6.67088,5.282197,180.545415,True,1
2004-01-07,0.4864025937411893,31.0,3.19,2.6154838709677417,145.52774193548387,5.0,4.47523,4.236867999999999,196.7878,False,1
2004-01-08,-1.0839908833700092,16.0,3.0,2.633125,161.72375,24.0,4.93846,4.411785416666667,167.80538333333334,True,1
2004-01-09,-0.0065281650864471,16.0,2.97,2.640625,125.865625,13.0,5.57548,4.7106,202.7246923076923,True,0
2004-01-10,0.1293884090275841,16.0,2.97,2.66875,194.686875,3.0,4.69355,4.448336666666667,201.48766666666663,False,1
2004-01-11,-0.1721403385049363,12.0,2.8,2.6091666666666664,184.8083333333333,9.0,4.68454,4.280132222222223,199.68366666666668,True,1
2004-01-12,-0.4765063187933144,36.0,2.89,2.613611111111111,151.64999999999998,21.0,5.62757,4.703184285714285,192.8475238095238,True,1
2005-01-01,2.1138907469342256,10.0,2.87,2.616,139.32,,,,,False,0
2005-01-02,1.853655935613682,17.0,2.79,2.5752941176470587,138.2470588235294,,,,,False,0
2005-01-03,1.7664600167177489,12.0,2.85,2.6216666666666666,128.42499999999998,,,,,False,0
2005-01-04,-0.875692586399109,48.0,2.86,2.583125,174.9020833333333,8.0,4.97162,4.6981375,202.13525,True,1
2005-01-05,-1.67276207302709,18.0,2.88,2.628888888888889,183.36666666666667,,,,,True,1
2005-01-06,-0.0869466624081762,35.0,2.99,2.6105714285714288,154.42285714285714,14.0,5.5983,4.626590714285714,204.13128571428567,True,1
2005-01-07,-0.9820309308433036,26.0,3.13,2.6015384615384614,169.4923076923077,10.0,5.50711,4.573363,121.14245,True,1
2005-01-08,-1.5520403225806454,31.0,2.83,2.609354838709677,98.44193548387096,,,,,True,0
2005-01-09,-2.966056444310292,16.0,2.81,2.6325,161.20625,9.0,5.07774,4.499651111111111,194.85766666666663,True,1
2005-01-10,-1.811906555090656,37.0,2.74,2.575945945945946,179.83243243243243,6.0,5.27625,5.046776666666667,205.258,True,1
2005-01-11,0.5667292983039575,30.0,2.99,2.6086666666666667,182.29666666666665,,,,,False,1
2005-01-12,1.6803029336734694,5.0,2.64,2.576,185.74,3.0,4.32373,4.283563333333333,205.60433333333333,False,1
2006-01-01,0.6992867113344499,27.0,3.06,2.6355555555555554,108.17407407407408,1.0,4.08659,4.08659,224.124,False,0
2006-01-02,-0.1643006408470327,31.0,3.89,2.6883870967741936,136.00322580645164,,,,,True,2
2006-01-03,1.603759147311486,23.0,2.81,2.582173913043478,160.7130434782609,13.0,6.34102,5.1574184615384615,199.68715384615385,False,1
2006-01-04,1.8539461400359063,32.0,2.71,2.5725,117.303125,,,,,False,0
2006-01-05,-0.7261588161734053,34.0,2.83,2.5808823529411766,149.53823529411764,3.0,4.28924,4.185243333333333,195.6436666666667,True,1
2006-01-06,-0.4726289822385117,42.0,2.82,2.6107142857142858,163.29285714285714,11.0,5.44233,4.806855454545455,199.12981818181817,True,1
2006-01-07,-1.624629264166901,19.0,2.81,2.6178947368421053,127.9315789473684,17.0,5.75735,4.905531176470588,172.3435882352941,True,0
2006-01-08,-0.5046143085531578,18.0,2.91,2.648888888888889,174.22777777777776,5.0,4.57824,4.33952,181.9578,True,1
2006-01-09,-0.2517363433667779,23.0,2.79,2.591304347826087,212.0173913043478,,,,,True,1
2006-01-10,-0.439712931995541,56.0,3.06,2.6019642857142857,153.60892857142858,5.0,6.12674,4.943828,207.2694,True,1
2006-01-11,1.632125940373363,21.0,2.73,2.559047619047619,144.75714285714287,,,,,False,1
2006-01-12,0.5658263358778626,16.0,2.89,2.641875,194.33125,16.0,5.06983,4.522395,187.644,False,1
2007-01-01,2.232025633881304,13.0,2.75,2.56,108.49230769230768,,,,,False,0
2007-01-02,0.1481457716354072,25.0,2.79,2.6004,170.14,,,,,False,1
2007-01-03,-0.2609182049649898,17.0,3.11,2.6429411764705883,183.81764705882352,,,,,True,1
2007-01-04,0.6099426751592348,33.0,2.79,2.56969696969697,188.4969696969697,14.0,6.3072,5.128153571428571,200.71235714285717,False,1
2007-01-05,-1.8190206812652068,25.0,3.03,2.6384,186.348,5.0,4.40317,4.196484,199.5874,True,1
2007-01-06,0.0456405629736555,26.0,3.02,2.6384615384615384,136.18076923076922,44.0,6.63343,5.336934545454546,197.55937045454547,False,0
2007-01-07,0.6441863738738739,20.0,2.76,2.609,159.33999999999995,4.0,4.80596,4.51394,98.289325,False,1
2007-01-08,0.0177128547579308,27.0,2.7,2.568888888888889,125.88148148148149,2.0,4.15012,4.077775,198.5695,False,0
2007-01-09,-1.839814245810056,23.0,2.8,2.608260869565217,189.58695652173915,,,,,True,1
2007-01-10,-2.322920502092052,42.0,3.12,2.6323809523809523,170.38333333333335,15.0,4.98612,4.3775173333333335,202.70453333333336,True,1
2007-01-11,-0.8314712153518113,14.0,2.89,2.6292857142857144,198.97142857142856,2.0,4.16226,4.12324,195.4985,True,1
2007-01-12,0.9914406540738656,14.0,2.85,2.5778571428571424,143.22857142857143,,,,,False,1
2008-01-01,0.6048439241917505,30.0,2.91,2.6003333333333334,132.66666666666666,1.0,4.22954,4.22954,196.393,False,0
2008-01-02,-0.2240630228667041,20.0,2.68,2.5615,106.335,9.0,4.62477,4.246865555555555,137.2642111111111,True,0
2008-01-03,-0.1627322175732215,18.0,2.82,2.626666666666667,181.5055555555556,,,,,True,1
2008-01-04,1.161291959406713,25.0,2.82,2.6180000000000003,150.28,8.0,4.73879,4.31257,178.6532375,False,1
2008-01-05,-0.3138132911392404,26.0,2.84,2.589230769230769,90.3153846153846,4.0,4.7302,4.51783,193.1225,True,0
2008-01-06,-0.6087348242811498,41.0,2.9,2.612926829268293,182.6341463414634,22.0,6.21489,4.613615454545454,181.73769545454545,True,1
2008-01-07,-1.4316488386308066,37.0,2.79,2.583513513513513,128.2135135135135,34.0,6.6711,5.018633823529412,153.40477647058822,True,0
2008-01-08,0.5525545424943012,48.0,2.86,2.574375,156.27291666666667,3.0,4.2824,4.1726833333333335,196.70433333333332,False,1
2008-01-09,0.6247858617131057,11.0,2.9,2.6281818181818184,136.25454545454545,,,,,False,0
2008-01-10,-0.1485180139267329,35.0,2.82,2.6077142857142857,192.43714285714287,,,,,True,1
2008-01-11,0.8712890625000005,44.0,2.75,2.587727272727273,154.26590909090908,,,,,False,1
2008-01-12,1.744342465753424,19.0,2.81,2.574210526315789,95.2,,,,,False,0
2009-01-01,0.7861230706742491,31.0,2.9,2.5900000000000003,123.61935483870968,,,,,False,0
2009-01-03,-0.433574414715719,18.0,2.8,2.63,143.45,15.0,5.96333,5.007888666666667,200.7806,True,1
2009-01-04,-1.3119279493269989,28.0,2.91,2.632142857142857,134.89285714285714,,,,,True,0
2009-01-05,-1.2490245928880022,26.0,2.81,2.601153846153846,153.37307692307692,38.0,6.29371,4.819736578947368,189.9028157894737,True,1
2009-01-06,-1.9884649122807023,47.0,2.89,2.617021276595745,145.44255319148937,16.0,6.06686,4.75573125,191.304375,True,1
2009-01-07,-2.608920874879382,46.0,3.0,2.6165217391304347,140.16739130434783,8.0,6.04651,4.85318875,201.079625,True,1
2009-01-08,1.1245147313691517,21.0,2.87,2.587142857142857,74.83333333333333,2.0,4.17256,4.13425,49.479,False,0
2009-01-09,1.0389445387662697,19.0,2.87,2.5984210526315787,143.3842105263158,,,,,False,1
2009-01-10,0.6710616563298065,38.0,2.93,2.631578947368421,174.66842105263157,4.0,4.35975,4.2413875,197.888,False,1
2009-01-11,1.5856918331374854,38.0,3.01,2.6165789473684207,197.63947368421051,4.0,4.83752,4.4880275,196.7245,False,1
2009-01-12,1.992029274783766,7.0,2.86,2.605714285714285,152.78571428571428,13.0,5.5865,4.84191923076923,201.03384615384616,False,1
2010-01-01,2.5856022566995764,24.0,2.96,2.607083333333333,177.70416666666665,7.0,4.39437,4.1792042857142855,199.17442857142856,False,1
2010-01-02,1.868055944055944,17.0,2.78,2.5988235294117645,176.04117647058823,,,,,False,1
2010-01-03,0.1802211874272407,25.0,2.75,2.5996,155.348,5.0,4.80555,4.38926,200.7384,False,1
2010-01-04,0.5131551204819274,39.0,2.84,2.6079487179487177,157.82307692307694,,,,,False,1
2010-01-05,-2.330974494706448,24.0,2.79,2.5795833333333333,129.59166666666667,20.0,5.551,4.9105565,142.57599499999998,True,0
2010-01-06,2.734222730241673,35.0,2.78,2.592857142857143,140.48285714285714,11.0,6.03175,4.780141818181819,197.3959090909091,False,1
2010-01-07,-1.0475000000000008,62.0,2.98,2.608225806451613,155.00322580645164,6.0,4.5638,4.280925,165.85183333333333,True,1
2010-01-08,-1.9823378264532423,14.0,2.93,2.643571428571428,130.68571428571428,13.0,5.36001,4.817703846153846,139.06836153846157,True,0
2010-01-09,-6.091395184135977,37.0,2.99,2.629189189189189,174.8918918918919,20.0,6.33511,4.6270105,206.7211,True,1
2010-01-10,0.6354022346368717,22.0,2.82,2.588636363636364,134.9090909090909,11.0,6.01555,4.953525454545455,201.6003636363636,False,0
2010-01-11,-0.0395120652945354,14.0,2.89,2.6107142857142853,158.1,3.0,4.6591,4.36942,196.58900000000003,True,1
2010-01-12,1.2979092558983674,22.0,2.9,2.609090909090909,140.99090909090907,5.0,4.2393,4.120334,196.0446,False,1
2011-01-01,-0.4711050982626036,49.0,2.91,2.598367346938776,147.01020408163265,4.0,4.5338,4.287365,199.323,True,1
2011-01-02,0.7446989966555178,22.0,2.94,2.5945454545454543,107.22272727272728,,,,,False,0
2011-01-03,0.9624052396878494,38.0,3.58,2.616052631578947,164.45000000000002,3.0,4.33372,4.257103333333333,147.65866666666668,False,1
2011-01-04,-0.4176104166666666,54.0,2.83,2.5964814814814816,138.13888888888889,28.0,6.14042,5.158911428571429,200.4600714285714,True,1
2011-01-05,-0.3530827447023213,11.0,2.72,2.6,71.82727272727273,6.0,5.30126,5.082915,205.94583333333333,True,0
2011-01-06,-0.368335347432024,39.0,2.83,2.588205128205128,157.34615384615384,10.0,6.54737,4.99667,200.5536,True,1
2011-01-07,-0.5105608793686583,46.0,2.96,2.6432608695652173,154.3565217391304,18.0,5.43572,4.830773333333333,194.05405555555555,True,1
2011-01-08,-0.0981567103109653,32.0,2.91,2.6284375,178.128125,35.0,6.23964,4.971709714285714,181.6112857142857,True,1
2011-01-09,-4.125006969612491,25.0,2.8,2.5971999999999995,161.584,14.0,4.99633,4.559035714285715,198.88757142857145,True,1
2011-01-10,-0.9221324324324324,31.0,3.33,2.622903225806452,113.1,9.0,4.89844,4.533315555555556,121.67924444444444,True,0
2011-01-11,0.4905276816608999,23.0,2.91,2.590434782608696,146.5304347826087,12.0,6.64762,5.062920833333333,202.443,False,1
2011-01-12,1.3437253731343286,21.0,2.8,2.587142857142857,77.38095238095238,,,,,False,0
2012-01-01,-0.4784372367312555,30.0,2.89,2.5863333333333336,166.83666666666667,4.0,4.52528,4.3059925,203.60925,True,1
2012-01-02,0.2451756051257706,20.0,2.74,2.584,113.445,1.0,4.27357,4.27357,203.749,False,0
2012-01-03,5.756565333333334,22.0,3.84,2.641363636363636,133.95000000000002,8.0,4.40233,4.179565,196.062125,False,2
2012-01-04,-1.7795782881002096,29.0,2.96,2.6448275862068966,110.8,5.0,4.73573,4.329896,207.41620000000003,True,0
2012-01-05,-1.511644718408517,16.0,2.71,2.56125,151.54375,13.0,5.92312,5.091356923076924,202.6982307692308,True,1
2012-01-06,-1.9208241599073,33.0,2.76,2.5733333333333333,157.4727272727273,54.0,8.01007,5.303853888888889,193.85364814814812,True,1
2012-01-07,-2.710585260115608,28.0,2.72,2.574642857142857,136.2,3.0,4.25522,4.13266,64.91916666666667,True,0
2012-01-08,0.3626140012845222,15.0,2.83,2.6253333333333333,99.00666666666666,5.0,4.22502,4.14165,122.86032,False,0
2012-01-09,0.0028185328185323,15.0,2.81,2.6013333333333333,169.41333333333333,10.0,4.89788,4.637086999999999,202.7435,False,1
2012-01-10,2.6480903790087456,18.0,3.25,2.6555555555555554,168.23333333333332,13.0,4.79914,4.4735123076923085,198.92746153846156,False,1
2012-01-11,-1.239863318499682,21.0,2.77,2.612380952380952,184.5095238095238,1.0,4.10688,4.10688,198.106,True,1
2012-01-12,4.293584758942457,2.0,2.58,2.55,130.9,1.0,4.12644,4.12644,190.059,False,0
2013-01-01,2.484168666438121,16.0,2.82,2.615,136.2375,,,,,False,0
2013-01-02,-1.2989887640449411,17.0,2.86,2.6088235294117648,172.64705882352942,4.0,4.45501,4.40234,203.47775,True,1
2013-01-04,-0.0140926846590905,14.0,2.93,2.6214285714285714,131.47857142857143,1.0,4.13265,4.13265,99.3552,True,0
2013-01-05,-0.7418775966762543,24.0,2.79,2.57125,165.03333333333333,13.0,5.87157,4.792174615384615,189.8865384615385,True,1
2013-01-06,0.3133648419864555,27.0,2.72,2.5681481481481483,103.84814814814816,28.0,6.67994,5.188677857142857,147.24636428571426,False,0
2013-01-07,-0.6464011220196354,21.0,3.0,2.625238095238095,190.34761904761905,8.0,5.19218,4.6667075,185.7155,True,1
2013-01-08,-1.048251231527093,35.0,2.88,2.596,111.71142857142856,,,,,True,0
2013-01-09,-0.7524993026499303,20.0,2.73,2.596,168.91500000000002,12.0,5.69163,4.631844166666666,198.00566666666668,True,1
2013-01-10,0.8061373150990789,10.0,2.85,2.62,135.25,,,,,False,0
2013-01-11,0.4555249389605864,24.0,2.72,2.59125,154.67916666666667,,,,,False,1
2013-01-12,1.383663101604278,12.0,2.95,2.645,159.375,,,,,False,1
2014-01-01,0.5980673934588701,22.0,2.94,2.583181818181818,166.61818181818182,16.0,6.8356,5.321725,200.963375,False,1
2014-01-02,0.1930427465499825,11.0,3.13,2.645454545454545,150.07272727272726,,,,,False,1
2014-01-03,1.018085284280937,22.0,2.88,2.5904545454545453,103.57727272727271,21.0,8.51956,5.842019523809524,168.78316666666666,False,0
2014-01-04,0.5614649147330162,35.0,3.01,2.6117142857142857,120.52285714285716,14.0,6.10129,5.05676,110.33442857142856,False,0
2014-01-05,-0.8585901365282808,21.0,2.75,2.6133333333333333,140.51904761904763,12.0,5.65691,4.820367500000001,176.45054166666668,True,1
2014-01-06,-0.5835810306198657,31.0,2.81,2.595806451612903,159.58387096774194,12.0,5.6719,4.869761666666666,187.14754166666668,True,1
2014-01-07,-1.2005942492012778,46.0,3.89,2.6371739130434784,131.02391304347827,24.0,5.75022,4.551250416666666,170.92197083333335,True,0
2014-01-08,0.2943818181818183,21.0,3.52,2.6419047619047618,183.1904761904762,23.0,8.71274,5.63212,202.54217391304348,False,1
2014-01-09,-0.5634397657557163,20.0,3.06,2.6425,153.245,6.0,6.31625,5.525823333333332,200.552,True,1
2014-01-10,-0.8043767398700897,27.0,2.74,2.578148148148148,185.3,13.0,5.13255,4.505225384615384,204.5298461538461,True,1
2014-01-11,0.8363859453430005,11.0,2.81,2.609090909090909,185.47272727272727,5.0,4.47858,4.302874,202.8086,False,1
2014-01-12,0.7201623169955438,15.0,2.73,2.5813333333333333,157.9,,,,,False,1
2015-01-01,1.522319649864172,16.0,2.78,2.5675,69.8,,,,,False,0
2015-01-02,0.5879322364751807,20.0,2.79,2.576,199.71,11.0,5.04414,4.543825454545455,202.39118181818185,False,1
2015-01-03,-0.482624029699629,12.0,2.83,2.61,117.64166666666668,19.0,5.35376,4.692521578947368,137.9217210526316,True,0
2015-01-04,0.8756716110424398,23.0,2.87,2.625652173913044,104.27826086956522,32.0,8.29688,5.806454375,194.18684375,False,0
2015-01-05,-1.145879319955407,38.0,3.07,2.6115789473684208,177.86315789473684,39.0,8.13159,5.8091566666666665,194.42453846153845,True,1
2015-01-06,-1.2788395616746278,32.0,2.95,2.6121875,174.915625,34.0,7.28717,4.884660588235295,201.9605588235294,True,1
2015-01-07,-1.9228810461192336,23.0,2.94,2.6247826086956523,123.91304347826087,28.0,6.91288,5.060347857142857,199.0170357142857,True,0
2015-01-08,-0.6063327948303723,54.0,2.83,2.585555555555556,149.63518518518518,5.0,4.15794,4.072564,113.67882,True,1
2015-01-09,-2.345641330166271,28.0,3.16,2.632142857142857,152.38214285714284,19.0,7.18124,5.301466315789473,186.72626315789475,True,1
2015-01-10,-0.246585399832822,63.0,3.05,2.6077777777777778,195.9714285714286,6.0,6.89395,5.166458333333334,209.07216666666667,True,1
2015-01-11,1.4784442649434566,19.0,2.88,2.6321052631578947,172.18421052631578,5.0,5.13546,4.866524,201.3708,False,1
2015-01-12,1.5820666273584902,29.0,2.88,2.597931034482759,143.59310344827583,2.0,4.41872,4.40312,201.6135,False,1
2016-01-01,0.1098571028299247,37.0,2.87,2.596216216216216,160.82702702702704,8.0,6.15918,4.81714,204.117625,False,1
2016-01-02,0.7017112676056333,4.0,2.75,2.6425,122.45,3.0,4.31822,4.255916666666667,45.7828,False,0
2016-01-03,1.510292713967547,28.0,3.21,2.6225,143.04285714285714,9.0,6.39859,4.892147777777778,138.35219999999998,False,1
2016-01-04,1.6160309278350518,11.0,2.69,2.5545454545454547,197.5,4.0,5.45437,4.7924050000000005,201.10475,False,1
2016-01-05,-0.3164349400947338,21.0,2.86,2.5985714285714288,159.93809523809523,17.0,5.43137,4.705455294117647,202.86417647058823,True,1
2016-01-06,-1.089077439194856,36.0,2.85,2.594444444444444,187.16944444444445,,,,,True,1
2016-01-07,-0.6364056840345502,59.0,3.06,2.603728813559322,158.26779661016948,20.0,5.53182,4.6311695,167.680605,True,1
2016-01-08,-0.1046365669555492,65.0,3.03,2.632307692307692,120.60307692307693,3.0,4.52966,4.317013333333333,195.25633333333332,True,0
2016-01-09,0.0637364168292002,37.0,3.04,2.603783783783784,161.1216216216216,11.0,7.23255,5.935892727272727,188.1430909090909,False,1
2016-01-10,0.2860030649205909,13.0,2.88,2.600769230769231,185.83076923076925,,,,,False,1
2016-01-11,-0.2978107714701603,18.0,2.76,2.582777777777778,183.07777777777775,4.0,4.23056,4.10508,173.56324999999998,True,1
2016-01-12,-0.2797414034106791,24.0,2.88,2.6533333333333333,122.2,3.0,4.48702,4.294906666666667,202.45166666666668,True,0
2017-01-01,1.0884424630816378,24.0,3.88,2.6629166666666664,147.04583333333332,26.0,5.85015,5.002788076923077,163.84070384615384,False,2
2017-01-02,1.0585368217054263,28.0,2.73,2.569642857142857,80.10714285714286,,,,,False,0
2017-01-03,0.2174647035094794,40.0,2.82,2.59675,177.64249999999998,,,,,False,1
2017-01-04,-1.8717716754948424,49.0,3.0,2.603673469387755,139.04897959183674,21.0,5.88992,4.844917619047619,143.67480952380953,True,1
2017-01-05,-0.3149703459637556,22.0,2.71,2.5945454545454543,181.24545454545452,21.0,7.80872,5.613665714285714,200.6527619047619,True,1
2017-01-06,0.6456464788732391,31.0,3.16,2.6248387096774195,121.54193548387096,9.0,8.45591,6.450096666666667,201.32466666666667,False,0
2017-01-07,-0.7842335766423356,40.0,3.09,2.616,112.5625,9.0,5.3304,4.54295,176.99644444444445,True,0
2017-01-08,-0.0609478672985784,22.0,2.75,2.5904545454545453,129.4,1.0,4.29092,4.29092,136.595,True,0
2017-01-09,-0.2591891891891887,30.0,2.72,2.57,114.89333333333336,8.0,4.72911,4.46114,181.660875,True,0
2017-01-10,1.5240482914430944,19.0,2.72,2.58578947368421,175.89473684210526,1.0,4.03883,4.03883,203.579,False,1
2017-01-11,0.3556354515050171,17.0,2.94,2.6311764705882354,174.05882352941177,,,,,False,1
2017-01-12,0.6989457494407157,15.0,2.75,2.5893333333333337,142.8733333333333,5.0,6.00554,5.309512,202.6442,False,1
2018-01-01,0.868103762135923,3.0,2.71,2.64,80.7,7.0,5.21604,4.72311,166.35302857142855,False,0
2018-01-02,-1.1238531215161651,18.0,2.83,2.5905555555555555,202.11666666666667,13.0,5.5215,4.581990769230769,133.0673,True,1
2018-01-03,0.3574372469635627,51.0,2.84,2.5894117647058823,124.64509803921568,6.0,5.67479,4.605518333333333,189.6215,False,0
2018-01-04,0.7943708293612962,24.0,2.9,2.5941666666666667,162.3375,22.0,5.09706,4.7201022727272735,169.51395454545454,False,1
2018-01-05,-0.9662656903765684,51.0,3.01,2.6041176470588234,160.68627450980392,6.0,4.96686,4.603583333333334,197.3661666666667,True,1
2018-01-06,-2.027893457943925,25.0,2.8,2.5896,166.81599999999997,15.0,4.62693,4.299146666666667,201.1627333333333,True,1
2018-01-07,-0.4617631074168803,37.0,2.72,2.591351351351351,138.87567567567567,,,,,True,1
2018-01-08,0.6765531914893615,35.0,2.91,2.5908571428571427,102.67714285714284,,,,,False,0
2018-01-09,0.7280629978276609,32.0,2.91,2.604375,117.3875,17.0,6.8515,5.159970588235294,201.30741176470588,False,0
2018-01-10,0.1588092417061614,38.0,2.8,2.616052631578947,188.8342105263158,15.0,4.84268,4.415381999999999,194.8983333333333,False,1
2018-01-11,1.3289281150159753,22.0,2.77,2.5495454545454543,117.0090909090909,,,,,False,0
2018-01-12,1.1363222102619297,26.0,2.82,2.601923076923077,84.91538461538462,7.0,5.1006,4.67514,197.9842857142857,False,0
2019-01-01,0.2065806542583189,17.0,2.81,2.635294117647059,181.2470588235294,3.0,4.13458,4.105153333333333,203.53133333333332,False,1
