datetime,Hm0,Tpeak,Dp,DirSpr,Hsig,RTpeak,Dir,FSpr
1999-04-21 00:00:00+00:00,1.5,13.33,109.78,26.97,1.32591,10.7197,107.42,0.384588
1999-04-22 00:00:00+00:00,1.45,12.5,132.28,47.34,1.40468,11.8843,106.708,0.392189
1999-04-23 00:00:00+00:00,1.29,13.33,122.44,33.46,1.60351,5.7735,129.837,0.15795
1999-04-25 00:00:00+00:00,1.44,12.5,184.31,27.3,1.48582,7.09611,91.0477,0.252384
1999-04-26 00:00:00+00:00,2.43,14.29,67.59,34.02,2.11733,11.8843,82.7623,0.426972
1999-04-27 00:00:00+00:00,2.36,13.33,74.62,23.5,2.27338,11.8843,85.8147,0.461492
1999-04-27 18:00:00+00:00,2.27,12.5,76.03,18.8,2.10986,11.8843,88.3972,0.406513
1999-04-28 00:00:00+00:00,2.55,12.5,76.03,21.37,2.03958,11.8843,91.6146,0.424774
1999-04-29 00:00:00+00:00,2.06,13.33,91.5,28.42,1.7762,11.8843,95.384,0.396318
1999-05-01 00:00:00+00:00,2.15,14.29,185.72,21.04,1.50595,10.7197,114.487,0.363817
1999-05-04 00:00:00+00:00,1.72,11.11,182.91,31.45,1.62488,8.7217,117.57,0.497012
2009-06-04 15:00:00+00:00,2.67,14.29,187.1,17.7,1.24006,11.8843,185.253,0.474582
2009-06-04 18:00:00+00:00,2.48,13.33,189.9,14.3,1.17911,11.8843,190.115,0.480352
2009-06-04 21:00:00+00:00,2.45,12.5,192.8,15.1,1.24095,11.8843,194.805,0.480307
2009-06-05 00:00:00+00:00,2.56,12.5,189.9,11.3,1.53932,11.8843,195.108,0.48879
2009-06-05 03:00:00+00:00,2.41,13.33,184.3,19.9,1.82739,13.1754,186.014,0.436651
2009-06-05 06:00:00+00:00,2.18,13.33,175.9,18.2,2.12999,10.7197,179.876,0.42299
2009-06-05 09:00:00+00:00,2.09,12.5,185.7,19.8,2.00049,9.66923,180.56,0.418418
2009-06-05 12:00:00+00:00,1.94,11.11,185.7,21.5,1.89366,9.66923,180.675,0.453087
2009-06-05 15:00:00+00:00,2.19,10.53,191.3,21.6,1.71387,9.66923,182.036,0.451523
2009-06-05 18:00:00+00:00,2.76,12.5,192.8,17.7,1.986,10.7197,186.954,0.471921
2009-06-05 21:00:00+00:00,2.86,12.5,191.3,17.1,2.87848,13.1754,183.687,0.462535
2009-06-06 00:00:00+00:00,2.66,12.5,185.7,25.0,4.13237,16.1937,175.704,0.427116
2009-06-06 03:00:00+00:00,2.7,11.11,185.7,21.6,4.57081,14.6068,175.129,0.35812
2009-06-06 06:00:00+00:00,2.6,11.76,194.2,22.6,4.0167,14.6068,175.496,0.393587
2009-06-06 09:00:00+00:00,3.1,11.11,189.9,16.5,3.3992,14.6068,175.589,0.438432
2009-06-06 12:00:00+00:00,4.76,11.76,188.5,15.3,3.06733,14.6068,175.514,0.451036
2009-06-06 15:00:00+00:00,6.09,13.33,188.5,15.0,2.79289,14.6068,174.244,0.458905
2009-06-06 18:00:00+00:00,7.32,13.33,192.8,16.1,2.57775,14.6068,172.343,0.457701
2009-06-06 21:00:00+00:00,5.96,15.38,191.3,21.0,2.45746,13.1754,170.606,0.452893
2009-06-07 00:00:00+00:00,5.28,14.29,187.1,20.0,2.41784,13.1754,168.723,0.450305
2009-06-07 06:00:00+00:00,3.51,14.29,189.9,25.4,2.30539,13.1754,165.65,0.473356
2009-06-07 09:00:00+00:00,3.27,13.33,188.5,15.2,2.18298,11.8843,163.621,0.482632
2009-06-07 12:00:00+00:00,3.16,12.5,198.4,12.8,2.09824,11.8843,160.246,0.488146
2009-06-07 15:00:00+00:00,2.95,11.76,187.1,29.5,2.16555,11.8843,152.282,0.540615
2009-06-07 18:00:00+00:00,3.55,12.5,171.7,18.8,2.38768,11.8843,137.77,0.567471
2009-06-07 21:00:00+00:00,2.82,13.33,181.5,23.5,2.54023,11.8843,128.46,0.492191
2009-06-08 00:00:00+00:00,3.31,12.5,180.1,22.2,2.74984,11.8843,117.421,0.354334
2009-06-08 03:00:00+00:00,2.73,11.11,161.8,28.4,3.09645,11.8843,101.149,0.153478
2009-06-08 06:00:00+00:00,3.51,12.5,149.2,12.6,3.40369,11.8843,88.4197,0.237632
2009-06-08 09:00:00+00:00,3.15,11.76,144.9,15.6,3.41062,7.09611,84.4551,0.273989
2009-06-08 12:00:00+00:00,3.0,11.76,147.8,24.6,3.54047,7.86703,78.5744,0.365568
2009-06-08 15:00:00+00:00,2.84,11.76,149.2,18.7,3.42462,7.86703,76.5612,0.392136
2009-06-08 18:00:00+00:00,3.09,12.5,144.9,18.0,3.50483,7.86703,72.2476,0.425878
2009-06-08 21:00:00+00:00,3.19,11.11,136.5,21.0,3.26265,8.7217,70.5965,0.428879
2009-06-09 00:00:00+00:00,3.12,11.76,130.9,26.4,3.18741,8.7217,69.8915,0.412166
2009-06-09 03:00:00+00:00,3.71,7.14,50.7,28.6,2.92828,8.7217,71.0554,0.453636
2009-06-09 06:00:00+00:00,4.44,8.33,47.9,29.4,2.61359,8.7217,71.4056,0.443931
2009-06-09 15:00:00+00:00,3.62,9.09,70.4,29.8,2.01111,8.7217,78.3928,0.501852
2009-06-09 18:00:00+00:00,3.81,8.33,54.9,27.0,2.08537,8.7217,77.1012,0.530399
2009-06-09 21:00:00+00:00,3.34,8.33,53.5,24.4,2.07333,8.7217,75.972,0.518236
2009-06-10 00:00:00+00:00,3.03,8.33,70.4,28.5,2.26545,8.7217,73.7643,0.438337
2009-06-10 03:00:00+00:00,3.02,8.33,64.8,29.0,2.88731,8.7217,69.9412,0.383495
2009-06-10 06:00:00+00:00,3.01,9.09,77.4,21.6,3.28156,8.7217,66.9856,0.43
2009-06-10 09:00:00+00:00,2.66,8.33,67.6,22.2,3.25723,8.7217,66.0639,0.419538
2009-06-10 12:00:00+00:00,2.75,9.09,70.4,23.5,3.19806,9.66923,67.3901,0.432626
2009-06-10 15:00:00+00:00,2.74,7.69,57.8,23.1,2.93405,9.66923,68.7849,0.434571
2009-06-10 18:00:00+00:00,3.22,8.33,59.2,24.3,2.72158,9.66923,70.9205,0.411627
2009-06-10 21:00:00+00:00,3.33,8.33,66.2,27.0,2.50115,9.66923,75.6742,0.402135
2009-06-11 00:00:00+00:00,2.85,9.09,70.4,21.7,2.36557,10.7197,77.8484,0.413507
2009-06-11 03:00:00+00:00,3.25,10.0,77.4,23.6,2.25494,9.66923,77.3024,0.438335
2009-06-11 06:00:00+00:00,3.17,10.53,67.6,19.6,2.13989,9.66923,77.337,0.410038
2009-06-11 09:00:00+00:00,3.06,10.0,73.2,23.6,2.06859,9.66923,76.1741,0.388309
2009-06-11 12:00:00+00:00,2.92,10.0,69.0,18.0,2.11066,8.7217,73.6142,0.341833
2009-06-11 15:00:00+00:00,2.63,10.0,66.2,25.1,2.15309,9.66923,71.497,0.324752
2009-06-11 18:00:00+00:00,2.78,10.53,69.0,24.8,2.25703,8.7217,69.2155,0.316801
2009-06-11 21:00:00+00:00,2.44,14.29,91.5,25.4,2.04642,8.7217,70.997,0.367537
2009-06-12 00:00:00+00:00,2.32,9.09,67.6,21.0,1.91667,8.7217,70.3036,0.377937
2009-06-12 03:00:00+00:00,2.43,14.29,108.4,26.3,1.87352,8.7217,70.4148,0.353541
2009-06-12 06:00:00+00:00,2.19,14.29,102.8,37.5,1.97809,9.66923,68.1647,0.259964
2009-06-12 09:00:00+00:00,2.37,13.33,97.1,29.0,1.89987,9.66923,71.2386,0.318531
2009-06-12 12:00:00+00:00,2.48,7.69,62.0,25.1,1.81649,9.66923,75.1906,0.403234
2009-06-12 15:00:00+00:00,2.33,13.33,111.2,40.3,2.19394,10.7197,78.0165,0.511548
2009-06-12 18:00:00+00:00,2.22,10.0,63.4,29.4,2.56522,10.7197,76.9247,0.521178
2009-06-12 21:00:00+00:00,2.12,12.5,85.9,34.8,2.90982,10.7197,75.069,0.537563
2009-06-13 00:00:00+00:00,2.18,10.0,71.8,29.0,2.82268,10.7197,71.6855,0.504721
2009-06-13 03:00:00+00:00,2.15,10.0,71.8,27.0,3.3153,11.8843,71.3948,0.536026
2009-06-13 06:00:00+00:00,2.58,10.53,66.2,27.6,3.1414,11.8843,69.2247,0.497112
2009-06-13 09:00:00+00:00,2.9,10.0,67.6,22.4,3.34315,11.8843,69.9516,0.470365
2009-06-13 12:00:00+00:00,3.34,11.76,67.6,27.2,3.43823,13.1754,69.8738,0.503412
2009-06-13 15:00:00+00:00,3.21,11.11,53.5,23.7,3.15912,13.1754,69.1333,0.499795
2009-06-13 18:00:00+00:00,3.33,11.76,57.8,28.2,2.94254,11.8843,68.7011,0.480543
2009-06-13 21:00:00+00:00,3.82,13.33,53.5,21.3,2.7995,13.1754,68.6354,0.477199
2009-06-14 00:00:00+00:00,3.81,12.5,53.5,18.9,2.63577,13.1754,69.0057,0.485493
2009-06-14 03:00:00+00:00,3.46,14.29,46.5,15.1,2.46733,11.8843,69.4824,0.488998
2009-06-14 06:00:00+00:00,3.52,13.33,46.5,15.3,2.29584,11.8843,69.9606,0.485803
2009-06-14 09:00:00+00:00,3.49,12.5,47.9,19.9,2.1228,11.8843,70.4496,0.474602
2009-06-14 12:00:00+00:00,2.96,11.11,57.8,18.1,1.96644,11.8843,71.1816,0.456381
2009-06-14 15:00:00+00:00,2.9,11.76,67.6,21.0,1.90729,11.8843,72.7455,0.451233
2009-06-14 18:00:00+00:00,2.72,12.5,62.0,34.7,1.88728,11.8843,76.2003,0.450624
2009-06-14 21:00:00+00:00,2.6,11.11,71.8,28.0,2.09536,11.8843,90.2049,0.510249
2009-06-15 00:00:00+00:00,2.72,12.5,60.6,25.9,2.40197,11.8843,110.268,0.502055
2009-06-15 03:00:00+00:00,2.48,12.5,80.3,25.7,2.46304,11.8843,110.397,0.459191
2009-06-15 06:00:00+00:00,2.38,11.76,73.2,25.2,2.66327,11.8843,112.921,0.443527
2009-06-15 09:00:00+00:00,2.63,11.76,70.4,30.2,3.02046,11.8843,123.961,0.441877
2009-06-15 12:00:00+00:00,2.53,10.53,81.7,41.7,3.13114,11.8843,125.952,0.398066
2009-06-15 15:00:00+00:00,2.83,10.53,85.9,39.8,3.15437,11.8843,125.761,0.397341
2009-06-15 18:00:00+00:00,3.22,13.33,99.9,34.9,3.41372,11.8843,140.553,0.409134
2009-06-15 21:00:00+00:00,3.28,12.5,94.3,52.0,3.73189,11.8843,153.131,0.367498
2009-06-16 00:00:00+00:00,3.8,14.29,80.3,37.6,3.5263,13.1754,154.069,0.381291
2009-06-16 03:00:00+00:00,3.79,11.76,150.6,56.4,3.53759,11.8843,158.004,0.377386
2009-06-16 06:00:00+00:00,4.24,13.33,139.3,48.9,3.71068,11.8843,163.811,0.392698
2009-06-16 09:00:00+00:00,4.73,9.09,204.0,31.4,3.80561,13.1754,164.415,0.400606
2009-06-16 12:00:00+00:00,4.18,15.38,156.2,50.7,3.50086,13.1754,161.683,0.428396
2009-06-16 15:00:00+00:00,4.11,12.5,159.0,55.4,3.48407,13.1754,162.122,0.402874
2009-06-16 18:00:00+00:00,4.14,12.5,118.2,44.8,3.33097,13.1754,159.93,0.422638
2009-06-16 21:00:00+00:00,3.89,7.69,212.4,22.7,3.00862,13.1754,155.755,0.456258
2009-06-17 00:00:00+00:00,4.44,13.33,191.3,36.3,2.72154,13.1754,153.521,0.482493
2009-06-17 03:00:00+00:00,4.64,14.29,171.7,42.9,2.5244,11.8843,154.576,0.517813
2009-06-17 06:00:00+00:00,4.89,13.33,184.3,29.4,2.34615,11.8843,154.797,0.521132
2009-06-17 09:00:00+00:00,5.15,14.29,178.7,17.2,2.21552,11.8843,155.013,0.528072
2009-06-17 12:00:00+00:00,3.84,14.29,175.9,28.6,2.11395,11.8843,154.731,0.52225
2009-06-17 15:00:00+00:00,3.56,12.5,185.7,21.7,2.04735,10.7197,155.901,0.494963
2009-06-17 18:00:00+00:00,3.56,11.76,178.7,25.7,2.0418,11.8843,156.403,0.434849
2009-06-17 21:00:00+00:00,3.18,11.11,181.5,34.7,1.96899,10.7197,154.588,0.442902
2009-06-18 00:00:00+00:00,3.01,11.76,173.1,30.2,1.85056,10.7197,152.444,0.484889
2009-06-18 03:00:00+00:00,2.8,11.11,173.1,26.7,1.80164,10.7197,152.967,0.495981
2009-06-18 06:00:00+00:00,2.64,11.11,167.4,42.2,1.8043,10.7197,152.045,0.438399
2009-06-18 09:00:00+00:00,2.66,11.11,152.0,29.3,1.76074,10.7197,148.894,0.446487
2009-06-18 12:00:00+00:00,2.31,10.53,173.1,41.1,1.69873,10.7197,146.061,0.496425
2009-06-18 15:00:00+00:00,2.19,12.5,136.5,32.8,1.65258,9.66923,144.234,0.514642
2009-06-18 18:00:00+00:00,2.21,10.53,171.7,26.3,1.72137,9.66923,150.468,0.506056
2009-06-18 21:00:00+00:00,2.35,10.53,153.4,26.3,1.86135,9.66923,157.22,0.488283
2009-06-19 00:00:00+00:00,2.31,11.11,146.3,21.5,2.08946,9.66923,167.36,0.481372
2009-06-19 03:00:00+00:00,1.91,11.11,142.1,32.8,2.28419,9.66923,172.437,0.388724
2009-06-19 06:00:00+00:00,1.96,11.11,146.3,28.0,2.51452,9.66923,173.447,0.317556
2009-06-19 09:00:00+00:00,2.15,11.11,144.9,32.2,2.69783,8.7217,174.096,0.351979
2009-06-19 12:00:00+00:00,2.57,11.76,140.7,30.3,2.69956,8.7217,175.159,0.339945
2009-06-19 15:00:00+00:00,2.86,10.0,163.2,38.3,2.56778,8.7217,174.013,0.35401
2009-06-19 18:00:00+00:00,3.47,11.11,189.9,34.4,2.36903,8.7217,170.154,0.352879
2009-06-19 21:00:00+00:00,3.72,7.69,192.8,19.6,2.20651,8.7217,163.9,0.37768
2009-06-20 00:00:00+00:00,3.06,7.14,197.0,17.8,2.05879,8.7217,159.96,0.393866
2009-06-20 03:00:00+00:00,3.03,7.14,201.2,30.7,2.21622,8.7217,160.391,0.337566
2009-06-20 06:00:00+00:00,3.01,11.76,171.7,31.7,2.14748,7.86703,158.545,0.39655
2009-06-20 09:00:00+00:00,3.27,10.0,161.8,36.1,1.88838,7.86703,157.838,0.441366
2009-06-20 12:00:00+00:00,3.06,10.53,140.7,39.4,1.74368,7.86703,162.204,0.434312
2009-06-20 15:00:00+00:00,2.77,10.53,166.0,45.8,1.71765,7.86703,168.547,0.375684
2009-06-20 18:00:00+00:00,2.97,10.0,152.0,30.3,1.74085,7.86703,170.9,0.354374
2009-06-20 21:00:00+00:00,2.77,11.11,161.8,31.7,1.75975,7.86703,170.013,0.345686
2009-06-21 00:00:00+00:00,2.79,10.0,153.4,34.6,1.79156,7.86703,169.089,0.334489
2009-06-21 03:00:00+00:00,2.66,10.0,147.8,23.6,1.8766,7.86703,165.615,0.313205
2009-06-21 06:00:00+00:00,2.43,10.53,128.1,30.1,1.8481,7.86703,159.196,0.329716
2009-06-21 09:00:00+00:00,2.56,10.53,144.9,30.4,1.90164,7.86703,157.206,0.315224
2009-06-21 12:00:00+00:00,2.71,10.0,136.5,27.6,1.89898,7.86703,157.353,0.331744
2009-06-21 15:00:00+00:00,2.63,10.0,143.5,32.5,2.00311,7.86703,162.195,0.332973
2009-06-21 18:00:00+00:00,2.6,8.33,166.0,28.0,1.95601,7.86703,158.399,0.443029
2009-06-21 21:00:00+00:00,2.69,9.09,157.6,28.6,1.75449,7.86703,155.534,0.52104
2009-06-22 00:00:00+00:00,2.82,10.0,147.8,26.5,1.72068,7.86703,156.835,0.510326
2009-06-22 03:00:00+00:00,2.83,10.53,128.1,22.9,1.732,7.86703,157.728,0.454253
2009-06-22 06:00:00+00:00,2.74,11.76,137.9,27.6,1.6471,7.86703,155.076,0.464465
2009-06-22 09:00:00+00:00,3.06,10.53,159.0,17.9,1.58719,7.86703,154.049,0.467687
2009-06-22 12:00:00+00:00,2.94,11.76,130.9,20.8,1.59007,8.7217,154.718,0.460783
2009-06-22 15:00:00+00:00,2.66,10.0,143.5,23.5,1.56983,8.7217,153.53,0.459184
2009-06-22 18:00:00+00:00,2.56,10.53,144.9,26.1,1.5456,9.66923,153.723,0.476796
2009-06-22 21:00:00+00:00,2.58,10.0,146.3,24.4,1.51752,9.66923,154.583,0.480567
2009-06-23 00:00:00+00:00,2.96,10.53,146.3,20.8,1.45975,8.7217,154.157,0.482654
2009-06-23 03:00:00+00:00,2.66,10.0,147.8,20.1,1.38613,8.7217,153.069,0.487918
2009-06-23 06:00:00+00:00,2.48,10.0,144.9,25.5,1.31793,8.7217,151.91,0.485842
2009-06-23 09:00:00+00:00,2.56,10.0,153.4,24.6,1.26272,8.7217,149.721,0.453444
2009-06-23 12:00:00+00:00,2.35,9.09,163.2,23.7,1.29025,8.7217,150.266,0.464146
2009-06-23 15:00:00+00:00,2.13,10.53,119.6,26.9,1.35793,9.66923,152.358,0.455139
2009-06-23 18:00:00+00:00,1.86,11.76,111.2,29.0,1.3245,9.66923,152.276,0.438917
2009-06-23 21:00:00+00:00,1.99,11.11,133.7,21.7,1.30307,8.7217,154.079,0.402037
2009-06-24 00:00:00+00:00,1.82,10.0,149.2,29.5,1.36473,8.7217,152.859,0.371241
2009-06-24 03:00:00+00:00,1.59,10.53,137.9,32.7,1.43655,11.8843,150.066,0.370307
2009-06-24 06:00:00+00:00,1.46,10.53,114.0,33.2,1.43703,11.8843,143.66,0.393559
2009-06-24 09:00:00+00:00,1.55,10.0,130.9,32.9,1.45482,11.8843,140.253,0.395681
2009-06-24 12:00:00+00:00,1.75,11.76,123.8,32.5,1.53244,11.8843,141.296,0.333542
2009-06-24 15:00:00+00:00,2.06,13.33,129.5,32.0,1.64729,13.1754,145.919,0.33979
2009-06-24 18:00:00+00:00,1.81,12.5,128.1,29.4,1.73267,13.1754,151.786,0.380061
2009-06-24 21:00:00+00:00,1.86,12.5,135.1,33.9,1.75131,11.8843,155.949,0.409008
2009-06-25 00:00:00+00:00,1.9,11.11,160.4,31.7,1.69839,11.8843,158.714,0.423012
2009-06-25 03:00:00+00:00,2.75,13.33,171.7,30.9,1.61862,11.8843,160.761,0.432417
2009-06-25 06:00:00+00:00,2.98,12.5,164.6,28.9,1.54606,11.8843,162.496,0.434549
2009-06-25 09:00:00+00:00,3.02,12.5,160.4,29.2,1.49235,11.8843,164.528,0.432469
2009-06-25 12:00:00+00:00,3.06,13.33,175.9,19.9,1.43783,10.7197,166.757,0.440605
2009-06-25 15:00:00+00:00,2.78,12.5,181.5,18.4,1.37963,10.7197,168.674,0.454138
2009-06-25 18:00:00+00:00,2.3,12.5,177.3,37.3,1.33068,10.7197,171.33,0.490475
2009-06-25 21:00:00+00:00,2.22,12.5,175.9,23.7,1.29213,10.7197,171.442,0.478808
2009-06-26 00:00:00+00:00,1.97,10.53,182.9,17.7,1.32958,10.7197,165.635,0.408809
2009-06-26 03:00:00+00:00,2.12,12.5,189.9,21.0,1.35927,9.66923,167.18,0.423825
2009-06-26 06:00:00+00:00,1.98,10.53,184.3,23.9,1.47679,11.8843,171.052,0.399697
2009-06-26 09:00:00+00:00,1.87,11.11,167.4,24.7,1.68675,13.1754,172.748,0.399707
2009-06-26 12:00:00+00:00,2.03,11.76,178.7,15.4,1.95749,14.6068,173.845,0.46737
2009-06-26 15:00:00+00:00,1.8,11.76,181.5,26.3,2.20688,14.6068,174.295,0.48723
2009-06-26 18:00:00+00:00,2.26,11.76,185.7,22.4,2.30299,14.6068,174.465,0.498597
2009-06-26 21:00:00+00:00,2.98,12.5,189.9,25.1,2.25443,13.1754,174.927,0.513326
2009-06-27 00:00:00+00:00,4.31,13.33,189.9,16.3,2.11043,13.1754,175.34,0.501395
2009-06-27 03:00:00+00:00,4.72,13.33,198.4,11.9,1.96133,13.1754,175.286,0.495201
2009-06-27 06:00:00+00:00,3.99,13.33,188.5,17.5,1.92219,11.8843,174.764,0.499399
2009-06-27 09:00:00+00:00,3.41,14.29,191.3,19.2,1.89218,11.8843,175.136,0.462699
2009-06-27 12:00:00+00:00,3.43,14.29,195.6,12.8,1.86189,11.8843,176.217,0.429348
2009-06-27 15:00:00+00:00,3.37,12.5,198.4,12.1,1.878,13.1754,177.526,0.435742
2009-06-27 18:00:00+00:00,3.13,14.29,187.1,15.8,1.89834,13.1754,178.431,0.484158
2009-06-27 21:00:00+00:00,2.74,13.33,185.7,19.6,1.8842,13.1754,178.619,0.507319
2009-06-28 00:00:00+00:00,3.16,12.5,191.3,14.2,1.83538,13.1754,178.271,0.505055
2009-06-28 03:00:00+00:00,3.62,14.29,184.3,17.3,1.77879,13.1754,177.748,0.509818
2009-06-28 06:00:00+00:00,3.69,12.5,187.1,19.4,1.81308,11.8843,175.453,0.563292
2009-06-28 09:00:00+00:00,2.9,12.5,194.2,22.6,2.15188,11.8843,166.014,0.344276
2009-06-28 12:00:00+00:00,3.0,13.33,191.3,19.9,2.02201,11.8843,165.024,0.338257
2009-06-28 15:00:00+00:00,2.83,12.5,192.8,19.1,1.92312,11.8843,164.776,0.395268
2009-06-28 18:00:00+00:00,3.08,12.5,181.5,14.3,2.18334,11.8843,157.009,0.229829
2009-06-28 21:00:00+00:00,2.81,11.11,184.3,22.7,2.39836,11.8843,152.558,0.187403
2009-06-29 00:00:00+00:00,2.91,12.5,180.1,20.4,2.43611,13.1754,151.635,0.22663
2009-06-29 03:00:00+00:00,3.06,12.5,182.9,15.0,2.39023,11.8843,151.451,0.297916
2009-06-29 06:00:00+00:00,3.31,13.33,178.7,13.0,2.47173,11.8843,144.193,0.340905
2009-06-29 09:00:00+00:00,3.36,13.33,177.3,21.0,2.62383,11.8843,131.776,0.366534
2009-06-29 12:00:00+00:00,3.41,14.29,168.8,23.3,2.62322,11.8843,123.563,0.428661
2009-06-29 15:00:00+00:00,3.63,14.29,181.5,15.9,2.50379,10.7197,122.199,0.460869
2009-06-29 18:00:00+00:00,3.24,12.5,182.9,19.0,2.36704,10.7197,122.374,0.443615
2009-06-29 21:00:00+00:00,3.31,12.5,182.9,13.2,2.2677,10.7197,120.357,0.438135
2009-06-30 00:00:00+00:00,2.77,11.76,191.3,19.5,2.28321,10.7197,113.685,0.433328
2009-06-30 03:00:00+00:00,2.76,11.76,175.9,20.8,2.27358,10.7197,106.94,0.455788
2009-06-30 06:00:00+00:00,2.89,11.11,182.9,18.4,2.20267,10.7197,103.845,0.485463
2009-06-30 09:00:00+00:00,2.58,10.0,153.4,54.9,2.09324,10.7197,104.237,0.487357
2009-06-30 12:00:00+00:00,2.59,11.11,182.9,33.2,2.00151,9.66923,104.899,0.473813
2009-06-30 15:00:00+00:00,2.3,11.76,173.1,31.0,1.95879,9.66923,103.802,0.46562
2009-06-30 18:00:00+00:00,2.38,11.76,153.4,35.4,2.02265,9.66923,99.0143,0.446054
2009-06-30 21:00:00+00:00,2.65,9.09,90.1,45.5,2.13116,9.66923,94.3303,0.410967
2009-07-01 00:00:00+00:00,2.42,10.0,76.0,45.4,2.32847,9.66923,89.968,0.392226
2009-07-01 03:00:00+00:00,2.41,10.53,98.5,47.1,2.54077,11.8843,87.5096,0.400638
2009-07-01 06:00:00+00:00,2.49,10.53,101.3,43.0,2.66421,11.8843,86.8078,0.441748
2009-07-01 09:00:00+00:00,2.57,10.0,69.0,38.7,2.67902,11.8843,86.7014,0.48104
2009-07-01 12:00:00+00:00,2.66,11.76,59.2,19.6,2.63768,11.8843,86.7047,0.491318
2009-07-01 15:00:00+00:00,3.0,11.11,64.8,26.3,2.50312,11.8843,86.8162,0.485462
2009-07-01 18:00:00+00:00,3.1,11.11,71.8,21.7,2.32144,10.7197,87.0766,0.489156
2009-07-01 21:00:00+00:00,3.17,11.76,69.0,15.7,2.24996,10.7197,85.6009,0.504261
2009-07-02 00:00:00+00:00,3.31,12.5,60.6,16.0,2.2728,10.7197,82.8681,0.413817
2009-07-02 03:00:00+00:00,3.23,13.33,73.2,19.0,2.53393,10.7197,79.6307,0.165992
2009-07-02 06:00:00+00:00,3.5,12.5,77.4,18.6,2.81288,7.09611,77.9238,0.236491
2009-07-02 09:00:00+00:00,3.03,13.33,71.8,16.9,2.8812,7.09611,76.5134,0.275634
2009-07-02 12:00:00+00:00,3.64,11.76,78.8,16.3,2.88722,7.09611,74.2945,0.280451
2009-07-02 15:00:00+00:00,3.3,12.5,69.0,13.1,2.75043,7.86703,77.817,0.342725
2009-07-02 18:00:00+00:00,2.94,11.11,78.8,21.5,2.44492,8.7217,84.2002,0.393086
2009-07-02 21:00:00+00:00,3.24,12.5,90.1,23.3,2.43632,8.7217,86.1051,0.452567
2009-07-03 00:00:00+00:00,3.23,11.11,85.9,17.3,2.36849,9.66923,86.5694,0.484437
2009-07-03 03:00:00+00:00,3.17,7.69,67.6,24.7,2.26553,9.66923,89.7551,0.485425
2009-07-03 06:00:00+00:00,2.98,11.76,80.3,24.6,2.38257,9.66923,96.2871,0.499051
2009-07-03 09:00:00+00:00,2.83,11.76,85.9,18.8,2.35641,9.66923,98.9562,0.486675
2009-07-03 12:00:00+00:00,2.72,10.53,80.3,17.6,2.27336,9.66923,101.18,0.49265
2009-07-03 15:00:00+00:00,2.67,10.0,81.7,27.3,2.3161,10.7197,105.528,0.512732
2009-07-03 18:00:00+00:00,2.46,10.53,84.5,25.0,2.43072,10.7197,107.293,0.534374
2009-07-03 21:00:00+00:00,2.25,11.76,121.0,26.2,2.4893,10.7197,108.397,0.554498
2009-07-04 00:00:00+00:00,2.44,10.53,111.2,20.7,2.46753,9.66923,108.228,0.573114
2009-07-04 03:00:00+00:00,2.07,10.0,101.3,34.0,2.44123,9.66923,109.641,0.583996
2009-07-04 06:00:00+00:00,2.13,10.0,128.1,35.7,2.33733,9.66923,108.636,0.567051
2009-07-04 09:00:00+00:00,2.28,10.0,125.3,35.7,2.33044,9.66923,111.889,0.555251
2009-07-04 12:00:00+00:00,2.36,10.0,125.3,25.7,2.44423,9.66923,119.674,0.544332
2009-07-04 15:00:00+00:00,2.38,10.0,123.8,34.8,2.70854,9.66923,126.001,0.531662
2009-07-04 18:00:00+00:00,2.49,10.0,121.0,31.0,3.22533,9.66923,122.933,0.449975
2009-07-04 21:00:00+00:00,2.71,10.0,140.7,40.8,3.31201,9.66923,115.491,0.450482
2009-07-05 00:00:00+00:00,3.06,9.09,135.1,36.4,2.831,9.66923,113.496,0.451369
2009-07-05 03:00:00+00:00,3.28,8.33,146.3,29.1,2.41835,8.7217,114.368,0.474954
2009-07-05 06:00:00+00:00,3.65,9.09,125.3,33.5,2.21909,8.7217,115.308,0.48877
2009-07-05 09:00:00+00:00,3.36,9.09,128.1,34.9,2.13695,8.7217,115.97,0.504263
2009-07-05 12:00:00+00:00,3.2,10.0,125.3,35.8,2.11274,8.7217,116.518,0.487998
2009-07-05 15:00:00+00:00,2.77,10.0,111.2,39.1,2.05765,8.7217,118.147,0.48319
2009-07-05 18:00:00+00:00,2.55,9.09,108.4,44.8,1.95367,8.7217,121.009,0.4806
2009-07-05 21:00:00+00:00,2.5,9.09,108.4,36.8,1.85618,9.66923,123.728,0.465185
2009-07-06 00:00:00+00:00,2.52,10.0,107.0,35.4,1.76061,9.66923,125.818,0.44608
2009-07-06 03:00:00+00:00,2.28,10.0,107.0,39.2,1.6629,9.66923,127.538,0.428149
2009-07-06 06:00:00+00:00,2.43,10.0,126.7,38.0,1.5749,9.66923,128.75,0.42347
2009-07-06 09:00:00+00:00,2.4,9.09,119.6,29.4,1.58152,9.66923,126.001,0.464011
2009-07-06 12:00:00+00:00,2.07,10.53,153.4,16.7,1.75707,9.66923,118.438,0.39137
2009-07-06 15:00:00+00:00,1.78,9.09,139.3,40.6,1.75693,9.66923,123.99,0.348981
2009-07-06 18:00:00+00:00,1.85,9.09,125.3,37.7,1.74386,9.66923,128.841,0.368333
2009-07-06 21:00:00+00:00,1.58,10.0,142.1,35.9,1.72066,9.66923,132.443,0.387129
